Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Final_Exam_Score
12.5,66.9,Medium,Medium,No,8.1,85.5,High,Yes,1.0,53.4
18.7,80.8,Low,Medium,Yes,8.7,98.0,High,No,1.0,69.6
5.5,84.1,Medium,High,Yes,7.2,98.5,High,Yes,1.0,70.3
23.2,65.2,High,High,Yes,8.3,97.8,High,Yes,1.0,71.2
17.6,73.6,Medium,High,Yes,7.0,88.7,High,Yes,3.0,69.4
13.6,81.3,Medium,Medium,Yes,8.8,56.3,High,Yes,1.0,48.5
19.9,62.2,Medium,Medium,No,10.0,61.5,High,Yes,1.0,50.8
34.9,90.6,Medium,High,No,9.2,78.4,High,No,2.0,80.2
23.2,72.4,Medium,Medium,No,7.5,96.3,High,Yes,1.0,70.6
13.9,80.3,Medium,Medium,Yes,7.7,93.8,High,Yes,3.0,71.1
31.1,64.1,Medium,Medium,No,6.2,96.7,High,Yes,1.0,77.5
22.4,75.9,Medium,Medium,Yes,8.2,58.0,High,Yes,0.0,60.1
24.5,83.3,Medium,Medium,No,7.5,87.4,High,Yes,0.0,73.2
24.2,60.5,High,Medium,Yes,7.6,85.3,High,Yes,1.0,64.5
17.1,74.4,Medium,Medium,Yes,7.9,88.9,High,Yes,0.0,61.3
26.3,,Medium,Low,Yes,6.3,69.0,High,Yes,0.0,68.8
21.8,87.1,High,Medium,Yes,7.5,94.5,High,Yes,1.0,74.1
8.3,86.7,Medium,Medium,No,8.2,80.5,High,Yes,4.0,73.6
23.2,99.9,Medium,Low,No,4.7,63.0,High,Yes,2.0,73.1
33.7,60.8,Medium,Medium,Yes,8.6,59.5,High,Yes,0.0,63.4
5.3,94.9,High,Low,Yes,6.5,65.7,High,Yes,3.0,48.1
23.6,90.3,High,Medium,Yes,7.5,77.6,High,Yes,2.0,70.2
24.7,60.4,High,Low,Yes,7.1,95.3,High,Yes,0.0,61.4
21.7,99.4,Medium,Medium,No,8.4,69.7,High,Yes,2.0,69.0
27.0,72.9,Medium,Medium,Yes,10.0,93.5,High,Yes,0.0,73.2
14.1,97.5,Medium,Medium,Yes,7.8,76.0,High,Yes,3.0,72.6
25.1,83.0,Medium,Medium,Yes,7.4,54.5,High,Yes,1.0,60.6
15.9,71.1,High,High,No,7.9,77.4,High,Yes,1.0,60.9
33.9,92.8,,Medium,No,6.1,69.9,High,Yes,0.0,69.0
21.7,60.2,High,Low,No,6.9,54.5,High,Yes,0.0,48.6
22.6,78.3,Low,Medium,Yes,6.4,83.8,High,Yes,0.0,71.8
16.9,72.1,Medium,High,Yes,7.4,96.5,High,Yes,1.0,74.0
23.6,71.9,Medium,High,Yes,9.0,71.3,High,Yes,2.0,70.2
25.2,88.7,Low,Medium,Yes,5.8,88.9,High,Yes,2.0,70.5
17.6,69.0,High,Medium,Yes,8.9,64.7,High,Yes,1.0,54.5
8.1,88.8,Low,Low,No,8.2,77.3,High,Yes,0.0,63.5
20.8,61.6,Medium,Low,Yes,6.2,72.4,High,Yes,0.0,52.1
11.9,99.7,High,Medium,Yes,8.2,88.2,High,Yes,2.0,64.8
21.7,86.3,Low,High,No,4.8,62.0,High,No,0.0,57.5
16.9,72.9,Low,Medium,No,8.7,52.5,High,Yes,2.0,52.6
21.7,76.3,Medium,Medium,Yes,7.4,75.2,High,Yes,0.0,52.3
31.9,88.1,Medium,Medium,Yes,8.9,67.6,High,Yes,3.0,65.9
23.7,70.0,High,High,Yes,6.7,75.9,High,Yes,2.0,69.5
17.7,65.5,Medium,Medium,Yes,7.2,65.9,High,No,1.0,53.7
33.1,71.8,Medium,Medium,No,6.2,97.5,High,Yes,1.0,76.5
5.6,69.5,,Medium,Yes,7.9,57.4,High,Yes,2.0,49.3
20.4,94.8,Medium,Medium,No,7.3,58.3,High,Yes,3.0,63.2
17.7,90.4,Medium,Medium,No,7.3,65.6,High,Yes,3.0,58.8
24.9,66.6,High,Low,No,6.4,76.5,High,Yes,1.0,65.1
22.5,90.6,Low,Low,No,8.5,58.3,High,Yes,0.0,58.8
19.6,80.7,Medium,Low,No,9.1,57.5,High,Yes,1.0,58.3
23.6,85.0,Medium,High,Yes,7.9,95.1,High,Yes,1.0,67.6
29.7,99.5,Medium,Medium,No,7.0,75.1,High,Yes,1.0,72.5
7.4,87.9,High,High,No,5.6,99.3,High,Yes,0.0,64.3
29.5,76.0,Medium,Medium,Yes,8.0,64.6,High,Yes,3.0,67.5
26.1,61.2,High,High,Yes,5.2,58.2,High,Yes,0.0,57.9
13.7,64.0,High,High,Yes,8.0,57.7,High,Yes,0.0,51.9
17.4,84.1,Medium,Low,Yes,8.0,93.6,High,Yes,0.0,61.2
28.7,71.5,High,Low,Yes,7.2,81.5,High,Yes,2.0,69.0
29.5,69.1,Medium,Medium,Yes,8.4,55.7,High,Yes,3.0,55.8
17.4,90.1,High,Low,Yes,7.4,93.4,High,Yes,2.0,78.4
20.3,66.6,,Low,Yes,7.3,56.4,High,Yes,2.0,56.0
22.6,73.7,Low,Medium,Yes,6.8,67.4,High,Yes,0.0,62.2
23.1,63.3,Medium,High,Yes,6.7,79.9,High,Yes,1.0,66.9
14.1,60.1,Medium,High,Yes,,90.1,High,Yes,1.0,62.2
27.8,,High,Low,Yes,5.6,61.5,High,Yes,5.0,63.4
27.9,63.3,High,Low,Yes,5.2,53.4,High,Yes,0.0,57.5
27.1,88.2,,Medium,Yes,9.5,77.3,High,Yes,1.0,68.8
18.3,78.1,High,Medium,No,6.7,51.6,High,Yes,2.0,52.8
19.5,77.6,Low,Low,Yes,7.9,75.0,High,Yes,3.0,63.3
21.7,88.6,High,Low,Yes,6.7,65.4,High,Yes,1.0,57.3
31.6,69.2,Medium,Low,Yes,7.4,64.5,High,Yes,2.0,60.8
16.2,94.5,High,Low,Yes,7.1,81.8,High,Yes,0.0,59.8
17.6,63.6,Low,Medium,No,6.1,97.4,High,Yes,2.0,64.0
26.2,79.4,Medium,Medium,Yes,9.1,96.3,High,Yes,3.0,74.3
30.0,74.2,High,Medium,No,6.4,51.9,High,Yes,2.0,58.1
11.2,68.6,Medium,Medium,No,8.9,78.1,High,No,0.0,59.2
19.5,89.0,Low,Medium,No,5.5,54.5,High,Yes,1.0,54.4
20.9,99.0,Medium,High,Yes,5.7,81.9,High,Yes,0.0,72.4
25.0,79.6,Medium,High,Yes,7.1,60.4,High,Yes,3.0,64.6
20.1,62.3,Medium,Medium,Yes,8.2,73.7,High,Yes,2.0,62.8
21.9,87.1,Medium,Medium,Yes,6.1,87.8,High,Yes,4.0,79.4
17.0,77.5,Low,High,Yes,6.8,93.1,High,Yes,1.0,60.7
19.4,64.2,Medium,Low,Yes,7.8,55.7,High,No,3.0,56.6
10.9,84.6,High,Medium,No,4.9,83.6,High,Yes,1.0,58.1
27.6,64.0,High,Low,Yes,10.0,77.9,High,Yes,3.0,67.8
19.3,74.9,Medium,Low,Yes,6.7,81.1,High,Yes,0.0,55.4
30.9,79.0,Medium,Medium,No,7.4,74.5,High,Yes,2.0,68.3
24.9,62.2,Low,Medium,No,5.5,99.0,High,Yes,8.0,73.1
32.4,74.9,Medium,High,No,6.6,55.0,High,Yes,2.0,70.5
30.5,82.1,Medium,High,Yes,6.1,75.7,High,Yes,0.0,66.1
17.7,76.2,Low,Medium,Yes,7.2,64.3,High,Yes,2.0,59.6
16.1,99.8,Medium,High,No,8.2,61.8,High,Yes,0.0,66.8
29.2,96.0,High,High,Yes,7.1,70.8,High,Yes,0.0,71.4
23.9,80.2,Medium,Medium,Yes,5.4,56.4,High,No,2.0,56.2
11.2,67.0,High,Low,Yes,7.6,64.2,High,Yes,2.0,43.2
27.1,82.4,Medium,Medium,Yes,5.8,84.8,High,Yes,2.0,76.0
20.4,82.9,High,Medium,No,5.6,69.4,High,Yes,2.0,65.8
19.8,77.1,Medium,Medium,No,7.3,62.2,High,Yes,1.0,54.4
19.8,77.9,High,Medium,Yes,7.0,79.6,High,Yes,1.0,67.8
22.0,87.0,Medium,Medium,Yes,7.9,58.5,High,Yes,0.0,56.6
23.3,94.1,High,High,Yes,7.9,84.1,High,Yes,0.0,71.1
20.0,86.0,Medium,Medium,Yes,8.3,84.9,High,Yes,2.0,74.1
21.8,77.0,High,High,Yes,5.3,94.2,High,Yes,0.0,72.1
28.9,72.0,Low,Medium,Yes,6.6,86.3,High,Yes,5.0,79.6
18.8,84.9,High,Low,Yes,6.8,76.5,High,Yes,1.0,65.4
16.2,69.9,Low,High,Yes,8.0,84.9,High,Yes,2.0,66.2
18.0,94.6,Low,Medium,Yes,5.4,73.0,High,Yes,0.0,64.2
19.4,73.9,Medium,Medium,Yes,8.3,88.9,High,Yes,2.0,68.1
18.9,61.0,Medium,Medium,Yes,7.3,73.0,High,Yes,5.0,54.1
23.5,76.5,High,Medium,Yes,8.3,50.5,High,No,0.0,42.8
27.5,80.9,Medium,High,Yes,7.6,67.7,High,Yes,2.0,77.5
13.6,84.3,High,Medium,Yes,7.0,95.9,High,Yes,0.0,73.6
22.7,68.6,High,Medium,No,4.8,93.0,High,Yes,1.0,73.2
24.2,79.7,Medium,Medium,Yes,8.9,93.4,High,Yes,3.0,78.3
25.4,94.5,High,High,Yes,7.7,58.9,High,Yes,1.0,64.0
29.8,62.8,High,Medium,Yes,7.0,77.0,High,Yes,2.0,66.9
17.6,98.1,Medium,Low,No,9.7,54.6,High,Yes,4.0,53.6
26.1,63.6,Low,Medium,No,7.3,98.9,High,Yes,0.0,70.1
15.3,90.4,Medium,High,No,7.5,74.9,High,Yes,0.0,55.9
16.8,66.5,Medium,High,,8.2,71.3,High,Yes,5.0,60.5
13.7,79.3,Low,High,No,7.4,87.5,High,,2.0,67.9
15.6,92.5,High,High,Yes,8.3,96.6,High,Yes,1.0,74.0
11.6,72.3,Medium,Medium,No,8.0,52.9,High,Yes,2.0,48.3
23.5,99.8,Medium,Medium,No,6.8,69.4,High,Yes,2.0,63.7
20.1,85.7,Medium,Medium,Yes,7.1,52.8,High,Yes,1.0,50.1
14.6,85.1,Medium,Low,Yes,6.5,65.7,High,Yes,2.0,56.6
19.3,91.4,Medium,Medium,No,5.7,96.4,High,No,0.0,77.0
12.8,66.0,Low,High,Yes,6.8,75.4,High,Yes,0.0,48.2
16.9,,Medium,High,No,10.0,96.8,High,Yes,1.0,71.7
19.2,75.7,High,High,Yes,5.5,73.2,High,Yes,1.0,72.2
28.5,72.8,Low,Medium,Yes,6.8,95.7,High,Yes,2.0,74.7
21.0,62.9,High,Medium,Yes,8.0,54.5,High,Yes,1.0,57.4
21.2,93.8,High,Low,Yes,9.3,57.8,High,Yes,2.0,63.0
21.4,71.2,Medium,High,Yes,9.0,94.0,High,Yes,2.0,69.7
24.0,79.3,Low,High,No,6.1,78.1,High,Yes,0.0,69.9
22.4,87.7,Low,Medium,No,5.1,68.1,High,Yes,3.0,68.3
19.3,64.8,Low,Medium,No,4.8,65.1,High,Yes,1.0,62.5
11.2,97.0,High,High,Yes,7.8,79.5,High,Yes,2.0,63.8
32.3,82.8,Medium,Medium,Yes,8.9,53.4,High,Yes,1.0,60.4
21.6,73.7,High,High,Yes,8.2,50.5,High,Yes,1.0,53.8
19.1,91.6,Medium,Low,Yes,9.3,96.6,High,No,0.0,61.9
14.0,92.0,Medium,Medium,Yes,8.8,50.1,High,Yes,3.0,57.6
24.2,95.3,Medium,Low,Yes,5.3,92.5,High,Yes,1.0,72.8
13.4,69.6,Medium,Medium,Yes,5.5,52.3,High,Yes,0.0,48.6
26.4,94.6,High,High,Yes,4.0,86.8,High,Yes,1.0,70.0
23.7,73.8,Low,Low,Yes,8.1,60.9,High,Yes,1.0,62.3
17.3,60.9,Medium,Low,Yes,7.2,58.0,High,Yes,1.0,40.3
26.3,69.9,Medium,High,Yes,7.1,65.1,High,Yes,0.0,64.2
18.9,87.6,High,High,No,6.1,61.1,High,Yes,2.0,65.6
16.4,85.8,Medium,Medium,Yes,6.2,83.2,High,Yes,4.0,75.7
21.6,66.5,Medium,Medium,Yes,7.3,84.2,High,Yes,0.0,63.5
23.3,71.5,Medium,Medium,Yes,8.1,50.4,High,Yes,5.0,61.8
20.4,75.0,Medium,High,No,5.6,76.9,High,Yes,3.0,69.5
21.3,74.4,Medium,Medium,Yes,7.3,97.8,High,Yes,2.0,74.7
,92.2,Medium,Low,Yes,7.6,50.2,High,Yes,2.0,55.0
21.9,79.2,Low,Medium,No,7.0,70.7,High,Yes,1.0,69.1
17.9,62.5,Medium,Medium,Yes,7.8,58.6,High,Yes,4.0,48.1
27.0,76.0,Medium,High,No,9.0,97.2,High,No,0.0,78.9
24.2,95.8,Medium,Low,Yes,7.8,53.2,High,Yes,1.0,58.0
25.7,72.2,Medium,High,No,8.6,94.5,High,Yes,1.0,65.6
11.9,75.2,High,High,Yes,7.0,73.1,High,Yes,1.0,55.3
23.6,77.7,Medium,,Yes,7.1,91.1,High,No,2.0,80.0
22.3,84.7,High,Medium,No,4.7,97.0,High,Yes,2.0,68.7
17.2,80.3,Medium,Medium,Yes,8.2,66.9,High,Yes,1.0,61.1
20.6,73.8,High,Medium,Yes,5.7,92.3,High,Yes,1.0,73.2
31.5,96.1,Low,High,No,9.6,51.4,High,No,1.0,62.3
15.1,85.4,Medium,Low,No,6.8,50.8,High,No,5.0,50.0
12.0,78.1,Medium,High,No,8.9,92.3,High,Yes,3.0,68.3
18.7,80.8,High,High,No,9.1,73.8,High,Yes,1.0,66.8
23.0,67.9,High,High,Yes,5.5,94.1,High,Yes,2.0,75.1
20.5,62.9,High,High,Yes,6.9,82.0,High,Yes,1.0,56.8
19.0,62.7,High,,Yes,6.5,52.8,High,No,4.0,51.4
21.2,70.6,High,High,Yes,8.1,87.3,High,Yes,1.0,68.0
21.7,80.5,Medium,High,Yes,7.3,59.4,High,Yes,4.0,64.5
28.3,60.7,Medium,High,Yes,6.1,89.5,High,Yes,2.0,80.2
20.6,99.9,Medium,Medium,Yes,8.4,98.1,High,No,0.0,74.3
23.4,98.5,Low,Low,Yes,4.8,78.5,High,Yes,0.0,59.1
27.3,90.9,Medium,Medium,Yes,7.4,96.9,High,Yes,3.0,81.5
27.4,64.0,Medium,Low,Yes,7.4,73.1,High,No,4.0,60.3
14.1,73.4,Medium,Medium,No,6.4,91.2,High,Yes,2.0,60.9
21.7,99.7,Low,Medium,Yes,6.3,64.7,High,Yes,2.0,64.2
19.4,99.3,Medium,Medium,No,8.8,76.0,High,No,0.0,66.3
11.2,78.1,Medium,Medium,No,7.7,73.8,High,Yes,1.0,59.1
22.3,79.4,Medium,Medium,Yes,8.1,68.6,High,Yes,0.0,69.8
11.4,81.4,Medium,Medium,Yes,7.2,74.6,High,Yes,2.0,56.8
17.0,99.2,Medium,High,Yes,5.3,91.9,High,Yes,1.0,74.7
7.2,79.1,Low,Low,Yes,6.8,52.1,High,Yes,0.0,40.0
33.3,62.4,High,,No,6.7,78.6,High,Yes,3.0,72.6
19.1,79.0,High,Low,Yes,8.1,86.5,High,No,2.0,63.2
33.4,64.4,Medium,Medium,Yes,8.6,82.1,High,Yes,3.0,82.4
22.0,82.2,Medium,Medium,Yes,6.9,92.5,High,Yes,1.0,73.9
15.0,85.4,Medium,Medium,No,7.5,57.6,High,Yes,1.0,48.9
28.0,68.6,Medium,Medium,No,8.2,53.9,High,No,2.0,56.0
22.9,66.9,High,High,Yes,7.3,82.6,High,Yes,2.0,65.5
16.5,65.6,High,Medium,Yes,9.2,87.7,High,Yes,3.0,71.6
27.0,78.2,Medium,Medium,No,6.4,71.9,High,Yes,2.0,70.1
31.1,84.3,Low,Medium,Yes,6.8,59.3,High,No,0.0,60.5
27.6,63.0,High,Medium,Yes,10.0,63.7,High,Yes,4.0,67.8
12.2,80.3,High,Medium,Yes,9.4,81.6,High,Yes,3.0,65.2
25.0,93.4,Medium,Medium,Yes,8.3,58.1,High,Yes,0.0,59.1
21.9,65.8,Medium,Low,No,4.6,53.7,High,No,2.0,44.5
18.2,97.1,Low,Medium,No,8.1,76.6,High,Yes,2.0,73.9
19.1,93.7,High,Medium,Yes,8.2,95.2,High,Yes,2.0,70.4
31.3,91.1,Medium,Medium,Yes,6.9,71.8,High,Yes,2.0,66.1
27.5,67.0,Medium,High,Yes,8.2,51.2,High,Yes,2.0,52.5
20.8,98.6,Medium,Low,Yes,8.3,77.6,High,Yes,1.0,63.0
30.4,73.4,Medium,Medium,No,7.6,89.6,High,Yes,1.0,76.2
20.4,80.8,Medium,Medium,Yes,8.3,98.0,High,Yes,1.0,72.0
23.7,87.6,Medium,Medium,Yes,5.0,55.1,High,Yes,4.0,56.9
30.1,91.2,Medium,Medium,No,6.5,96.7,High,Yes,0.0,74.8
29.9,85.9,High,High,No,6.1,74.8,High,Yes,3.0,72.4
24.0,64.3,Medium,Low,Yes,6.2,59.2,High,Yes,3.0,61.3
7.8,96.2,Low,Medium,No,8.9,63.5,High,Yes,3.0,57.5
23.3,62.1,High,High,Yes,8.1,82.7,High,Yes,2.0,66.3
25.7,91.7,High,High,Yes,7.1,86.0,High,Yes,3.0,80.7
19.9,82.3,Low,Medium,No,6.9,62.2,High,Yes,2.0,54.8
11.4,85.3,Low,Low,Yes,6.2,71.9,High,No,3.0,53.8
22.5,72.1,Medium,Medium,Yes,7.1,79.5,High,No,0.0,62.2
21.4,90.5,High,Medium,Yes,4.5,83.8,High,Yes,2.0,74.8
20.0,70.6,Low,High,Yes,4.3,67.7,High,Yes,1.0,55.2
16.6,,High,Medium,Yes,8.2,87.5,High,Yes,1.0,63.7
15.9,69.1,High,Medium,No,8.1,86.3,High,Yes,2.0,66.7
16.6,77.8,High,High,Yes,7.7,76.4,High,Yes,5.0,67.4
24.2,84.6,High,Medium,Yes,7.4,58.2,High,Yes,0.0,55.1
20.3,97.6,,High,Yes,7.2,83.3,High,Yes,4.0,81.9
12.7,94.4,Low,Medium,No,5.3,88.1,High,Yes,1.0,73.5
23.1,67.8,High,Medium,No,8.8,96.2,High,Yes,0.0,65.4
27.8,63.5,Medium,High,No,6.4,99.6,High,Yes,0.0,75.2
19.4,78.2,High,High,Yes,6.3,62.2,High,Yes,3.0,63.9
21.7,98.1,Medium,Low,No,8.4,91.9,High,Yes,3.0,72.0
18.9,87.4,Low,Low,Yes,8.2,70.5,High,No,0.0,56.9
20.8,88.7,Medium,High,Yes,5.6,70.9,High,Yes,0.0,69.2
28.7,88.3,Medium,High,Yes,7.4,65.5,High,Yes,2.0,68.2
24.3,88.5,High,Medium,No,4.5,92.5,High,Yes,0.0,65.0
13.8,66.6,Medium,Medium,Yes,6.6,56.7,High,No,2.0,47.2
28.6,73.4,Medium,Medium,No,4.7,64.1,High,Yes,2.0,61.1
31.3,77.7,Low,Low,No,6.9,81.7,High,Yes,4.0,68.0
35.9,65.4,Low,Medium,No,8.5,55.0,High,Yes,1.0,63.3
14.6,88.7,Medium,High,Yes,6.7,53.9,High,Yes,1.0,53.6
24.0,79.3,Low,Low,Yes,6.5,99.5,High,Yes,1.0,70.7
15.7,92.7,High,High,No,7.3,95.6,High,Yes,1.0,69.7
21.8,73.2,Medium,Medium,No,5.9,96.7,High,Yes,1.0,72.4
11.1,86.7,High,High,Yes,6.5,82.9,High,Yes,1.0,58.6
17.0,84.3,High,High,Yes,7.4,96.4,High,Yes,0.0,71.2
26.8,71.6,Low,Medium,Yes,7.4,74.1,High,Yes,2.0,62.7
21.5,83.6,Medium,High,No,8.4,62.6,High,Yes,1.0,58.5
16.6,60.8,Low,Medium,Yes,6.8,89.6,High,No,2.0,66.4
24.3,85.6,Medium,Medium,Yes,4.6,67.1,High,Yes,1.0,65.8
18.7,78.2,Medium,High,No,6.9,97.9,High,Yes,4.0,75.3
23.4,81.2,Medium,Low,Yes,7.1,85.0,High,Yes,1.0,65.1
20.2,97.3,Medium,Medium,Yes,7.6,92.9,High,Yes,0.0,68.2
18.9,74.9,Medium,Medium,Yes,6.9,92.0,High,Yes,1.0,71.4
21.9,71.8,Medium,High,No,8.4,72.8,High,Yes,1.0,61.9
18.4,75.9,High,Medium,No,7.5,77.7,High,Yes,2.0,63.9
19.2,61.1,Low,Medium,Yes,9.1,87.7,High,Yes,0.0,52.0
22.5,75.8,High,Medium,Yes,9.1,68.0,High,Yes,0.0,56.7
17.8,73.2,Medium,Low,No,8.1,96.6,High,Yes,1.0,75.7
15.2,91.7,Medium,Low,Yes,7.0,99.4,High,Yes,3.0,70.3
13.2,98.9,Medium,Low,Yes,9.3,66.3,High,Yes,3.0,63.8
32.8,94.4,High,Low,No,6.7,99.1,High,No,2.0,83.5
7.0,83.7,Medium,Medium,Yes,7.2,76.5,High,Yes,2.0,52.6
23.8,62.0,Medium,Medium,Yes,7.5,91.1,High,Yes,3.0,69.2
16.6,71.0,Medium,Low,Yes,5.6,94.2,High,Yes,0.0,57.2
14.1,77.8,Low,Medium,No,7.5,74.3,High,No,1.0,62.3
19.5,62.2,Low,Medium,Yes,5.7,83.1,High,Yes,1.0,63.4
12.1,99.2,High,Low,Yes,9.0,67.7,High,Yes,1.0,56.5
20.1,95.8,Medium,Medium,Yes,5.3,51.5,High,No,1.0,50.7
25.6,90.7,Medium,Medium,Yes,8.5,75.1,High,Yes,0.0,67.4
23.6,81.0,High,Medium,No,9.2,77.8,High,Yes,1.0,64.8
17.2,61.5,High,Medium,No,5.7,97.1,High,Yes,4.0,63.3
26.7,62.0,Medium,High,Yes,4.8,52.6,High,Yes,0.0,57.3
22.2,71.2,Medium,High,Yes,8.5,57.4,High,Yes,2.0,61.7
18.5,90.0,High,High,No,7.5,72.1,High,Yes,2.0,65.7
9.1,78.1,High,Medium,No,5.0,62.4,High,Yes,5.0,51.3
15.1,65.7,Medium,Medium,Yes,7.5,91.1,High,Yes,4.0,62.8
24.5,61.7,Medium,Low,Yes,4.0,99.3,High,Yes,0.0,64.2
32.8,75.8,High,Low,No,7.2,54.1,High,Yes,2.0,60.0
30.3,86.0,High,High,Yes,6.9,76.4,High,Yes,0.0,67.2
19.9,82.5,Medium,High,Yes,7.7,69.4,High,Yes,5.0,69.8
17.7,83.0,Medium,Medium,No,6.5,64.5,High,,0.0,48.6
24.0,88.7,Low,Medium,No,6.1,94.8,High,Yes,3.0,77.8
9.9,93.5,Low,Medium,Yes,6.8,75.5,High,Yes,1.0,61.3
15.6,98.3,High,High,No,7.7,73.8,High,Yes,1.0,65.6
27.9,88.5,Medium,High,Yes,8.9,85.2,High,Yes,2.0,82.2
23.9,84.8,Medium,High,Yes,7.0,76.3,High,Yes,1.0,70.8
16.9,75.6,Low,High,Yes,7.2,88.4,High,Yes,3.0,64.0
33.6,61.6,Low,Medium,Yes,6.0,58.0,High,Yes,2.0,55.4
21.9,93.6,Medium,Low,No,9.5,60.7,High,No,1.0,49.8
20.1,84.6,Medium,Medium,No,6.9,68.2,High,Yes,0.0,59.3
27.7,91.4,High,Medium,Yes,8.4,60.6,High,Yes,3.0,66.2
20.5,63.0,Medium,Medium,No,7.3,92.0,High,Yes,2.0,62.7
17.8,67.0,Low,Medium,No,8.1,50.5,High,Yes,1.0,54.1
17.0,83.6,Medium,Medium,Yes,5.6,58.4,High,Yes,3.0,65.0
19.5,70.8,,Medium,No,7.1,77.8,High,Yes,1.0,61.2
18.7,84.2,High,Medium,No,8.2,94.1,High,Yes,4.0,75.7
15.4,83.7,High,High,Yes,4.1,83.4,High,Yes,2.0,67.9
17.7,86.5,Medium,Medium,No,8.4,96.8,High,Yes,4.0,76.6
26.0,69.0,Medium,Medium,Yes,8.7,86.9,High,Yes,3.0,61.8
17.1,81.3,Low,High,No,6.7,59.1,High,Yes,0.0,65.8
7.5,99.3,Medium,Medium,No,8.7,57.6,High,Yes,0.0,49.0
27.4,62.7,Medium,High,Yes,5.1,99.7,High,Yes,1.0,72.7
14.9,61.4,High,Low,Yes,5.7,61.7,High,Yes,4.0,58.5
14.7,68.8,Medium,Medium,Yes,8.2,82.8,High,Yes,1.0,63.1
18.3,85.2,High,Medium,Yes,4.9,98.3,High,Yes,2.0,72.6
29.4,77.7,Medium,Medium,No,8.8,96.5,High,Yes,2.0,76.2
19.5,61.1,High,High,No,8.4,63.2,High,Yes,1.0,56.7
20.7,75.0,Medium,High,Yes,7.0,54.7,High,Yes,3.0,66.7
21.8,78.2,Medium,High,Yes,7.5,77.7,High,Yes,1.0,71.9
14.0,84.9,Low,High,Yes,6.7,99.6,High,No,3.0,78.2
27.2,75.7,High,Low,Yes,7.6,50.8,High,Yes,0.0,55.6
17.5,98.2,High,High,No,7.2,96.0,High,No,3.0,80.4
13.4,60.9,High,High,Yes,8.6,83.6,High,Yes,2.0,57.3
30.0,90.0,Medium,High,No,5.7,52.9,High,Yes,2.0,64.4
19.6,99.4,Low,Medium,Yes,4.7,69.6,High,Yes,3.0,65.5
13.0,99.2,Medium,High,No,5.0,66.5,High,Yes,1.0,62.5
19.1,72.0,Medium,Medium,No,6.9,98.0,High,Yes,4.0,75.5
16.0,73.4,Low,Medium,No,8.1,64.0,High,Yes,1.0,51.2
14.4,66.9,Low,Medium,No,8.0,55.8,High,No,3.0,52.9
30.0,81.5,Medium,Medium,Yes,6.1,59.9,High,Yes,1.0,59.8
22.3,67.5,Medium,Medium,No,8.1,96.7,High,Yes,3.0,68.2
21.8,84.6,Low,Medium,No,8.0,66.0,High,Yes,1.0,60.0
19.9,66.7,High,Low,Yes,6.9,,High,Yes,1.0,65.4
21.2,63.2,High,Low,Yes,6.9,66.1,High,Yes,0.0,49.9
21.8,84.3,Medium,High,No,5.3,69.8,High,Yes,0.0,63.3
8.6,60.6,Low,Low,Yes,5.3,63.5,High,Yes,4.0,45.2
25.3,78.8,High,High,No,6.8,87.6,High,Yes,0.0,69.8
11.2,94.6,Low,High,No,6.6,73.5,High,Yes,2.0,63.3
17.3,95.6,Low,High,No,8.0,63.5,High,Yes,0.0,57.0
28.4,60.0,High,Low,Yes,7.1,88.5,High,Yes,1.0,69.9
25.1,95.0,,Medium,Yes,6.5,78.4,High,Yes,1.0,74.6
25.7,71.0,High,Medium,No,8.3,78.5,High,Yes,0.0,58.4
23.5,87.4,Low,Low,No,7.3,66.5,High,Yes,3.0,60.8
17.7,83.2,High,Medium,Yes,5.7,85.8,High,Yes,1.0,63.0
30.3,73.2,High,Low,No,4.7,57.2,High,Yes,2.0,58.0
25.1,95.2,Low,Medium,Yes,8.1,74.8,High,Yes,1.0,72.0
19.7,69.6,Low,Low,Yes,9.1,88.7,High,Yes,2.0,66.2
29.5,78.9,High,Medium,Yes,7.3,,High,Yes,1.0,74.5
25.3,,High,Medium,Yes,7.7,90.9,High,Yes,,69.5
17.4,76.9,Medium,High,Yes,5.3,82.7,High,Yes,1.0,67.1
30.8,84.9,Medium,Low,Yes,7.6,67.5,High,No,1.0,66.7
14.3,63.1,Medium,Medium,Yes,7.6,96.3,High,Yes,3.0,67.5
14.8,60.6,High,Low,Yes,5.6,77.6,High,Yes,1.0,52.7
27.4,99.2,Medium,High,Yes,8.5,53.8,High,Yes,3.0,67.9
18.8,70.0,Medium,Low,Yes,8.0,86.3,High,Yes,2.0,65.2
19.7,74.8,High,High,Yes,10.0,58.0,High,Yes,2.0,57.7
16.8,74.4,Medium,Medium,Yes,5.7,67.2,High,Yes,1.0,60.7
19.2,75.0,Medium,Medium,Yes,6.9,78.8,High,Yes,3.0,71.9
12.8,79.5,Medium,Medium,Yes,7.9,71.4,High,Yes,2.0,53.5
24.7,81.5,Medium,Low,Yes,8.7,63.3,High,Yes,2.0,63.4
19.3,64.2,Medium,High,Yes,5.9,68.5,High,Yes,1.0,59.1
24.0,95.1,Low,Medium,No,6.2,73.8,High,Yes,1.0,70.4
18.6,68.0,Medium,Medium,No,7.0,78.5,High,Yes,1.0,61.7
